Mode,Start_Time,Animal,Unit,Weight
initialize,2025-07-04 10:51:47.494789,0,3,31.63
initialize,2025-07-04 10:52:48.547374,0,3,-0.34
initialize,2025-07-04 11:08:23.991341,0,3,-0.36
1,2025-07-04 11:24:55.387479,1111110210210,3,24.68
1,2025-07-04 11:26:43.293651,1111111199198,3,33.28
initialize,2025-07-04 11:29:28.504311,0,3,-0.37
initialize,2025-07-04 11:30:13.669174,0,3,-0.33
1,2025-07-04 11:30:27.276566,1111111199198,3,31.48
