Mode,Start_Time,Animal,Unit,Licks1,Licks2,Drinks1,Drinks2
1,2025-07-20 23:42:19.251342,1964711262,2,6,0,1,0
1,2025-07-21 00:06:48.483825,1102000232,2,0,0,0,0
1,2025-07-21 00:06:48.500321,11111114041,2,1,0,1,0
1,2025-07-21 00:07:00.528167,11111114041,2,0,0,0,0
1,2025-07-21 00:08:57.820243,19647181251,2,91,0,6,0
1,2025-07-21 00:10:06.890872,19647181251,2,0,0,0,0
1,2025-07-21 00:10:22.352122,19647181251,2,0,0,0,0
1,2025-07-21 00:37:49.564569,1111111248249,2,953,0,40,0
1,2025-07-21 00:40:53.546526,1111111248249,2,18,0,5,0
1,2025-07-21 00:41:48.159954,11111116362,2,67,0,8,0
1,2025-07-21 00:42:45.986851,19647181251,2,76,0,5,0
1,2025-07-21 00:43:35.470925,11111114041,2,14,0,4,0
1,2025-07-21 00:44:15.291648,19647181251,2,3,0,2,0
1,2025-07-21 00:44:30.673694,19647181251,2,0,0,0,0
1,2025-07-21 00:44:38.662678,19647181251,2,0,0,0,0
1,2025-07-21 00:44:42.768035,19647181251,2,20,0,2,0
1,2025-07-21 00:46:38.304587,1111110190190,2,3,0,1,0
1,2025-07-21 00:47:12.421012,1111110190190,2,0,0,0,0
1,2025-07-21 00:47:34.800225,1111110190190,2,0,0,0,0
1,2025-07-21 00:49:43.193943,11111116362,2,0,0,0,0
1,2025-07-21 00:56:17.339244,11111114041,2,4,0,2,0
1,2025-07-21 01:07:10.748535,11111114041,2,1,0,1,0
1,2025-07-21 01:46:50.743236,1102000232,2,0,0,0,0
1,2025-07-21 01:46:50.759932,1111110190190,2,0,0,0,0
1,2025-07-21 01:48:52.158650,11111114041,2,0,0,0,0
1,2025-07-21 04:43:01.685348,1964711262,2,19,0,2,0
1,2025-07-21 04:46:34.180981,1964711262,2,5,0,1,0
1,2025-07-21 04:46:42.949981,1964711262,2,0,0,0,0
1,2025-07-21 04:46:44.020847,1964711262,2,0,0,0,0
1,2025-07-21 05:39:23.724952,11111116362,2,0,0,0,0
1,2025-07-21 05:39:29.731296,11111116362,2,7,0,2,0
1,2025-07-21 06:02:07.275024,19647181251,2,0,0,0,0
1,2025-07-21 06:04:05.287314,11111114041,2,0,0,0,0
1,2025-07-21 06:07:42.496066,1111110190190,2,1,0,1,0
1,2025-07-21 08:23:05.761771,19645674,2,16,0,4,0
1,2025-07-21 08:23:59.817112,19645674,2,0,0,0,0
1,2025-07-21 08:24:30.037870,1111110190190,2,0,0,0,0
1,2025-07-21 08:31:34.647941,11111116362,2,0,0,0,0
1,2025-07-21 08:58:32.668032,1964711262,2,16,0,2,0
1,2025-07-21 09:03:53.258014,1111110192192,2,22,0,11,0
1,2025-07-21 09:04:43.845435,1111110192192,2,141,0,7,0
1,2025-07-21 09:12:49.504550,11111114041,2,3,0,1,0
1,2025-07-21 09:14:56.414854,1964711262,2,418,0,8,0
1,2025-07-21 09:33:09.864780,1102000232,2,1,0,0,0
1,2025-07-21 09:33:09.882334,19647231169,2,1,0,0,0
1,2025-07-21 10:50:04.303894,19645674,2,8,0,1,0
1,2025-07-21 10:54:43.123212,1111110192192,2,1,0,1,0
1,2025-07-21 10:55:22.052391,1964711262,2,10,0,2,0
1,2025-07-21 10:55:34.574900,1964711262,2,0,0,0,0
1,2025-07-21 11:07:41.214522,1111111248249,2,286,0,17,0
1,2025-07-21 11:17:35.159635,11111114041,2,0,0,0,0
1,2025-07-21 11:23:24.472008,1111110190190,2,12,0,3,0
1,2025-07-21 11:23:50.413601,1111110190190,2,0,0,0,0
1,2025-07-21 11:23:52.281813,1111110190190,2,0,0,0,0
1,2025-07-21 11:28:29.938975,19647181251,2,1741,0,67,0
1,2025-07-21 11:38:43.037519,19647181251,2,0,0,0,0
1,2025-07-21 11:40:40.651777,1111110190190,2,0,0,0,0
1,2025-07-21 11:48:58.835509,19647231169,2,947,0,23,0
1,2025-07-21 11:50:26.705704,19647231169,2,25,0,1,0
1,2025-07-21 11:50:30.778782,19647231169,2,7,0,2,0
initialize,2025-07-21 12:07:54.591192,0,1,0,0,0,0
initialize,2025-07-21 12:07:54.591199,0,2,0,0,0,0
initialize,2025-07-21 12:21:41.155714,0,1,0,0,0,0
initialize,2025-07-21 12:21:41.155720,0,2,0,0,0,0
initialize,2025-07-21 12:27:05.439119,0,1,0,0,0,0
initialize,2025-07-21 12:27:05.439125,0,2,0,0,0,0
1,2025-07-21 12:27:05.439119,0,1,0,0,0,0
1,2025-07-21 12:27:05.439125,0,2,0,0,0,0
1,2025-07-21 12:27:05.751051,1964711262,1,0,0,0,0
1,2025-07-21 12:27:05.767136,11111114041,2,0,0,0,0
1,2025-07-21 12:27:05.783266,1111110190190,1,0,0,0,0
1,2025-07-21 12:27:05.798562,1111110192192,2,0,0,0,0
