Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
1,2025-08-01 04:32:07.680576,11111116362,1,0,1000,0,0,2->1
1,2025-08-01 04:48:48.426509,11111116362,1,557,0,0,0,1->2
1,2025-08-01 04:58:28.731899,19647181251,1,0,636,0,0,2->1
1,2025-08-01 05:12:47.865041,1111110190190,1,661,0,0,0,1->2
1,2025-08-01 05:22:37.388847,19647181251,1,868,0,0,0,1->2
1,2025-08-01 05:34:40.650289,1111110192192,1,1401,0,0,0,1->2
1,2025-08-01 05:51:40.790256,1111111248249,1,0,758,0,0,2->1
1,2025-08-01 06:03:33.332115,11111114041,1,5343,0,0,0,1->2
1,2025-08-01 07:35:14.797417,11111114041,1,0,637,0,0,2->1
1,2025-08-01 07:55:49.385500,19645674,1,0,599,0,0,2->1
1,2025-08-01 08:18:07.586092,1964711262,1,5273,0,0,0,1->2
initialize,2025-08-01 10:22:52.358523,0,1,0,0,0,0,initialize
initialize,2025-08-01 10:22:52.358526,0,2,0,0,0,0,initialize
1,2025-08-01 10:22:56.685658,1964711262,1,564,0,0,0,1->2
initialize,2025-08-01 11:44:07.796229,0,1,0,0,0,0,initialize
initialize,2025-08-01 11:44:07.796232,0,2,0,0,0,0,initialize
initialize,2025-08-01 11:45:04.535334,0,1,0,0,0,0,initialize
initialize,2025-08-01 11:45:04.535337,0,2,0,0,0,0,initialize
