Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
1,2025-07-25 23:55:44.298255,1111111248249,2,0,0,917,0,3->4
1,2025-07-26 00:03:01.005334,19647181251,2,0,0,0,581,4->3
1,2025-07-26 00:10:28.922770,1111110192192,2,0,0,802,0,3->4
1,2025-07-26 00:39:40.283856,19647181251,2,0,0,640,0,3->4
1,2025-07-26 00:47:59.288408,1111111248249,2,0,0,0,882,4->3
1,2025-07-26 00:54:59.302277,11111114041,2,0,0,2528,0,3->4
1,2025-07-26 01:42:51.769208,1111111248249,2,0,0,719,0,3->4
1,2025-07-26 01:48:22.170443,1111111248249,2,0,0,0,1937,4->3
1,2025-07-26 02:25:42.204275,11111114041,2,0,0,0,4641,4->3
1,2025-07-26 03:41:44.804139,1111110192192,2,0,0,0,16456,4->3
1,2025-07-26 08:27:52.014749,1111110190190,2,0,0,2243,0,3->4
1,2025-07-26 09:07:00.579158,11111116362,2,0,0,0,2653,4->3
1,2025-07-26 09:50:57.325233,1964711262,2,0,0,0,617,4->3
initialize,2025-07-26 11:56:16.441357,0,1,0,0,0,0,initialize
initialize,2025-07-26 11:56:16.441360,0,2,0,0,0,0,initialize
initialize,2025-07-26 11:59:32.271507,0,1,0,0,0,0,initialize
initialize,2025-07-26 11:59:32.271510,0,2,0,0,0,0,initialize
initialize,2025-07-26 12:01:45.079167,0,1,0,0,0,0,initialize
initialize,2025-07-26 12:01:45.079170,0,2,0,0,0,0,initialize
initialize,2025-07-26 12:20:16.539164,0,1,0,0,0,0,initialize
initialize,2025-07-26 12:20:16.539168,0,2,0,0,0,0,initialize
initialize,2025-07-26 12:23:40.465403,0,1,0,0,0,0,initialize
initialize,2025-07-26 12:23:40.465406,0,2,0,0,0,0,initialize
initialize,2025-07-26 12:41:35.589658,0,1,0,0,0,0,initialize
initialize,2025-07-26 12:41:35.589661,0,2,0,0,0,0,initialize
1,2025-07-26 15:59:46.411142,11111114041,1,0,557,0,0,2->1
1,2025-07-26 16:02:02.092265,19645674,1,2889,0,0,0,1->2
1,2025-07-26 16:49:18.176715,11111114041,1,878,0,0,0,1->2
1,2025-07-26 17:05:17.226532,11111116362,1,0,646,0,0,2->1
1,2025-07-26 18:05:25.404192,11111116362,1,602,0,0,0,1->2
1,2025-07-26 18:22:10.091863,1111111248249,2,0,0,0,573,4->3
1,2025-07-26 18:26:39.539145,1964711262,1,907,0,0,0,1->2
1,2025-07-26 19:13:37.172534,19647181251,1,0,618,0,0,2->1
1,2025-07-26 19:17:44.162987,1111110192192,1,0,677,0,0,2->1
1,2025-07-26 20:19:34.355518,1111110190190,1,820,0,0,0,1->2
1,2025-07-26 20:53:48.931358,1111110192192,1,1247,0,0,0,1->2
1,2025-07-26 21:44:40.150914,11111114041,1,0,561,0,0,2->1
1,2025-07-26 21:54:21.090782,11111114041,1,699,0,0,0,1->2
1,2025-07-26 22:06:45.029056,19647181251,1,853,0,0,0,1->2
1,2025-07-26 22:41:12.570188,11111116362,1,0,590,0,0,2->1
1,2025-07-26 23:29:57.614571,1964711262,1,0,557,0,0,2->1
1,2025-07-26 23:31:14.976028,1111111248249,1,1407,0,0,0,1->2
