Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
1,2025-07-18 00:13:07.082088,19647181251,2,0,0,564,0,3->4
1,2025-07-18 00:16:23.472173,11111116362,2,0,0,0,581,4->3
1,2025-07-18 00:52:34.223739,1111110190190,1,556,0,0,0,1->2
1,2025-07-18 03:24:56.040799,19645674,1,593,0,0,0,1->2
1,2025-07-18 03:23:31.246617,19647181251,2,0,0,0,557,4->3
1,2025-07-18 03:38:36.481936,1111111248249,2,0,0,636,0,3->4
1,2025-07-18 04:13:52.942290,1111110192192,2,0,0,604,0,3->4
1,2025-07-18 07:04:54.072354,11111114041,2,0,0,0,562,4->3
1,2025-07-18 07:49:01.402130,1964711262,2,0,0,574,0,3->4
1,2025-07-18 08:13:15.857833,1111110190190,2,0,0,574,0,3->4
1,2025-07-18 10:16:36.034576,19645674,2,0,0,0,557,4->3
initialize,2025-07-18 10:44:41.876122,0,1,0,0,0,0,initialize
initialize,2025-07-18 10:44:41.876125,0,2,0,0,0,0,initialize
initialize,2025-07-18 11:25:04.270104,0,1,0,0,0,0,initialize
initialize,2025-07-18 11:25:04.270107,0,2,0,0,0,0,initialize
initialize,2025-07-18 11:25:39.740125,0,1,0,0,0,0,initialize
initialize,2025-07-18 11:25:39.740128,0,2,0,0,0,0,initialize
initialize,2025-07-18 12:10:29.858336,0,1,0,0,0,0,initialize
initialize,2025-07-18 12:10:29.858339,0,2,0,0,0,0,initialize
initialize,2025-07-18 12:11:06.923974,0,1,0,0,0,0,initialize
initialize,2025-07-18 12:11:06.923978,0,2,0,0,0,0,initialize
initialize,2025-07-18 12:11:32.932295,0,1,0,0,0,0,initialize
initialize,2025-07-18 12:11:32.932299,0,2,0,0,0,0,initialize
initialize,2025-07-18 12:13:47.304938,0,1,0,0,0,0,initialize
initialize,2025-07-18 12:13:47.304942,0,2,0,0,0,0,initialize
initialize,2025-07-18 12:21:59.482814,0,1,0,0,0,0,initialize
initialize,2025-07-18 12:21:59.482818,0,2,0,0,0,0,initialize
initialize,2025-07-18 12:27:08.232299,0,1,0,0,0,0,initialize
initialize,2025-07-18 12:27:08.232301,0,2,0,0,0,0,initialize
1,2025-07-18 15:42:22.510964,1111110190190,2,0,0,557,0,3->4
1,2025-07-18 16:23:51.734545,11111114041,1,563,0,0,0,1->2
1,2025-07-18 16:33:38.667828,19647181251,2,0,0,564,0,3->4
initialize,2025-07-18 17:06:11.428850,0,1,0,0,0,0,initialize
initialize,2025-07-18 17:06:11.428853,0,2,0,0,0,0,initialize
1,2025-07-18 19:38:04.672318,11111114041,1,611,0,0,0,1->2
1,2025-07-18 21:13:48.193773,11111116362,1,587,0,0,0,1->2
1,2025-07-18 21:39:50.771217,19645674,1,583,0,0,0,1->2
1,2025-07-18 21:45:48.776752,1111110190190,1,588,0,0,0,1->2
1,2025-07-18 21:48:15.518332,1964711262,2,0,0,564,0,3->4
1,2025-07-18 22:27:28.170521,11111114041,2,0,0,560,0,3->4
1,2025-07-18 22:53:23.099040,1111110192192,1,684,0,0,0,1->2
1,2025-07-18 22:56:59.349676,19647181251,1,554,0,0,0,1->2
1,2025-07-18 23:07:09.988160,19647181251,2,0,0,619,0,3->4
