Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
1,2025-07-16 00:07:54.086715,19647181251,2,0,0,10,0,3->4
1,2025-07-16 00:08:22.441021,11111114041,2,0,0,16,0,3->4
1,2025-07-16 00:12:54.481346,1111110192192,2,0,0,0,14,4->3
1,2025-07-16 00:13:25.488101,1964711262,2,0,0,9,0,3->4
1,2025-07-16 00:18:39.504040,11111116362,2,0,0,0,17,4->3
1,2025-07-16 00:21:24.692136,1111111248249,2,0,0,11,0,3->4
1,2025-07-16 00:22:07.390483,1964711262,2,0,0,0,17,4->3
1,2025-07-16 00:26:29.284276,11111116362,2,0,0,10,0,3->4
1,2025-07-16 00:35:51.493045,1111111248249,2,0,0,0,8,4->3
1,2025-07-16 00:41:36.918186,11111114041,2,0,0,0,20,4->3
1,2025-07-16 01:13:31.698156,11111114041,2,0,0,12,0,3->4
1,2025-07-16 01:18:39.153219,11111114041,2,0,0,0,13,4->3
1,2025-07-16 01:23:54.527784,1111110190190,2,0,0,0,7,4->3
1,2025-07-16 01:31:00.428804,1111110190190,2,0,0,12,0,3->4
1,2025-07-16 02:36:17.632016,1111110192192,2,0,0,15,0,3->4
1,2025-07-16 02:57:20.725355,11111116362,2,0,0,0,22,4->3
1,2025-07-16 02:57:58.071437,1964711262,2,0,0,8,0,3->4
1,2025-07-16 03:01:24.377422,19647181251,2,0,0,0,13,4->3
1,2025-07-16 03:05:59.595931,1964711262,2,0,0,0,18,4->3
1,2025-07-16 03:08:44.433438,19647181251,2,0,0,12,0,3->4
1,2025-07-16 03:11:20.244661,11111116362,2,0,0,14,0,3->4
1,2025-07-16 05:28:42.005906,1111110192192,2,0,0,0,15,4->3
1,2025-07-16 06:01:19.720264,11111116362,2,0,0,0,25,4->3
1,2025-07-16 06:11:52.935851,11111116362,2,0,0,6,0,3->4
1,2025-07-16 08:07:04.961932,11111114041,2,0,0,20,0,3->4
1,2025-07-16 08:08:46.113050,1111111248249,2,0,0,12,0,3->4
1,2025-07-16 08:17:11.580481,1111110190190,2,0,0,0,7,4->3
1,2025-07-16 08:19:24.934745,1964711262,2,0,0,15,0,3->4
1,2025-07-16 09:46:24.966299,1111110190190,2,0,0,8,0,3->4
