Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
1,2025-07-16 09:51:20.154350,1111110192192,2,0,0,22,0,3->4
1,2025-07-16 10:14:07.623505,1111110192192,2,0,0,0,12,4->3
1,2025-07-16 10:48:36.271362,19647231169,2,0,0,7,0,3->4
1,2025-07-16 10:51:45.006127,19647231169,1,9,0,0,0,1->2
1,2025-07-16 10:48:45.186666,19647231169,2,0,0,0,87,4->3
1,2025-07-16 10:55:29.395615,1964711262,2,0,0,0,15,4->3
1,2025-07-16 10:57:39.277994,19647231169,2,0,0,87,0,3->4
1,2025-07-16 10:59:47.536223,19647231169,2,0,0,0,76,4->3
1,2025-07-16 10:51:50.280623,19647231169,1,0,8,0,0,2->1
1,2025-07-16 11:02:04.276882,19647231169,1,29,0,0,0,1->2
1,2025-07-16 11:02:44.291466,19647231169,1,0,57,0,0,2->1
1,2025-07-16 11:04:04.994340,19647231169,1,88,0,0,0,1->2
initialize,2025-07-16 11:13:18.645270,0,1,0,0,0,0,initialize
initialize,2025-07-16 11:13:18.645274,0,2,0,0,0,0,initialize
initialize,2025-07-16 13:07:25.815159,0,1,0,0,0,0,initialize
initialize,2025-07-16 13:07:25.815164,0,2,0,0,0,0,initialize
initialize,2025-07-16 14:09:09.285424,0,1,0,0,0,0,initialize
initialize,2025-07-16 14:09:09.285426,0,2,0,0,0,0,initialize
1,2025-07-16 14:16:44.998580,1111110190190,2,0,0,50,0,3->4
1,2025-07-16 14:21:20.814647,1111110190190,2,0,0,0,145,4->3
1,2025-07-16 14:25:19.474783,11111114041,2,0,0,62,0,3->4
1,2025-07-16 14:26:36.881868,1111110190190,2,0,0,45,0,3->4
1,2025-07-16 14:28:18.934797,11111114041,2,0,0,0,48,4->3
1,2025-07-16 14:31:05.953965,1111111248249,2,0,0,64,0,3->4
1,2025-07-16 14:32:18.939196,1964711262,1,38,0,0,0,1->2
1,2025-07-16 14:32:37.115531,11111114041,2,0,0,69,0,3->4
1,2025-07-16 14:33:38.710316,11111114041,2,0,0,0,52,4->3
1,2025-07-16 14:33:37.368302,1111111248249,1,51,0,0,0,1->2
1,2025-07-16 14:34:59.267644,1111110190190,2,0,0,0,65,4->3
1,2025-07-16 14:35:45.651458,1964711262,1,0,45,0,0,2->1
1,2025-07-16 14:37:33.471639,1111111248249,2,0,0,0,60,4->3
1,2025-07-16 14:39:47.344554,11111114041,2,0,0,57,0,3->4
1,2025-07-16 14:41:57.850831,1111111248249,1,0,42,0,0,2->1
1,2025-07-16 14:40:44.052145,1964711262,2,0,0,93,0,3->4
1,2025-07-16 14:43:33.961637,19647181251,2,0,0,39,0,3->4
1,2025-07-16 14:43:53.688869,11111114041,2,0,0,0,44,4->3
1,2025-07-16 14:45:22.216934,1964711262,1,36,0,0,0,1->2
1,2025-07-16 14:44:49.343769,1111110190190,2,0,0,45,0,3->4
1,2025-07-16 14:45:30.471626,1111111248249,1,35,0,0,0,1->2
1,2025-07-16 14:46:50.946378,19647181251,2,0,0,0,47,4->3
1,2025-07-16 14:47:43.132952,19647181251,2,0,0,34,0,3->4
1,2025-07-16 14:49:00.891899,19647181251,2,0,0,0,36,4->3
1,2025-07-16 14:54:22.263217,19647181251,2,0,0,38,0,3->4
1,2025-07-16 14:55:46.059693,1964711262,2,0,0,0,47,4->3
1,2025-07-16 14:56:26.967977,1111110192192,2,0,0,50,0,3->4
1,2025-07-16 14:58:29.214161,1111110192192,1,36,0,0,0,1->2
1,2025-07-16 14:57:03.884018,11111114041,2,0,0,134,0,3->4
1,2025-07-16 14:59:42.340311,19647181251,2,0,0,0,49,4->3
1,2025-07-16 15:00:28.776359,1111111248249,1,0,46,0,0,2->1
1,2025-07-16 15:00:45.516328,1111110192192,2,0,0,0,58,4->3
1,2025-07-16 15:02:47.315912,1111110190190,2,0,0,0,59,4->3
1,2025-07-16 15:04:10.314107,11111116362,2,0,0,94,0,3->4
1,2025-07-16 15:05:53.134164,19647181251,2,0,0,35,0,3->4
1,2025-07-16 15:06:44.953746,1111111248249,1,41,0,0,0,1->2
1,2025-07-16 15:07:46.435900,1111110190190,2,0,0,43,0,3->4
1,2025-07-16 15:08:09.180983,1111110192192,1,0,59,0,0,2->1
1,2025-07-16 15:08:14.758788,11111116362,2,0,0,0,79,4->3
1,2025-07-16 15:09:26.573940,1111111248249,1,0,37,0,0,2->1
1,2025-07-16 15:10:04.224733,19647181251,2,0,0,0,47,4->3
1,2025-07-16 15:10:32.992533,11111116362,2,0,0,38,0,3->4
1,2025-07-16 15:13:15.696966,1964711262,1,0,44,0,0,2->1
1,2025-07-16 15:12:32.265580,11111116362,2,0,0,0,69,4->3
1,2025-07-16 15:13:52.245689,1111110190190,2,0,0,0,37,4->3
1,2025-07-16 15:14:43.088638,1111111248249,2,0,0,41,0,3->4
1,2025-07-16 15:16:22.604469,1111110192192,1,52,0,0,0,1->2
1,2025-07-16 15:17:36.721104,1964711262,1,39,0,0,0,1->2
1,2025-07-16 15:16:18.913484,11111114041,2,0,0,0,122,4->3
1,2025-07-16 15:18:40.518976,1111110192192,2,0,0,39,0,3->4
1,2025-07-16 15:19:25.709404,11111116362,2,0,0,51,0,3->4
1,2025-07-16 15:20:29.331530,19647181251,2,0,0,35,0,3->4
1,2025-07-16 15:22:52.932538,1964711262,2,0,0,113,0,3->4
1,2025-07-16 15:25:43.083622,1111110192192,2,0,0,0,75,4->3
1,2025-07-16 15:27:19.883522,1111111248249,2,0,0,0,92,4->3
1,2025-07-16 15:29:11.649915,1111111248249,1,37,0,0,0,1->2
1,2025-07-16 15:28:50.277487,11111114041,2,0,0,59,0,3->4
1,2025-07-16 15:34:00.689797,1111111248249,2,0,0,39,0,3->4
1,2025-07-16 15:35:03.832796,19647181251,2,0,0,0,35,4->3
1,2025-07-16 15:35:56.322476,19647181251,2,0,0,35,0,3->4
1,2025-07-16 15:36:26.336892,1111110190190,2,0,0,70,0,3->4
1,2025-07-16 15:37:58.905137,1964711262,2,0,0,0,34,4->3
1,2025-07-16 15:38:43.947930,1964711262,2,0,0,39,0,3->4
1,2025-07-16 15:39:46.037037,1964711262,2,0,0,0,39,4->3
1,2025-07-16 15:40:37.599439,1964711262,2,0,0,49,0,3->4
1,2025-07-16 15:39:42.187092,1111110192192,1,0,80,0,0,2->1
1,2025-07-16 15:41:42.420488,11111116362,2,0,0,0,125,4->3
1,2025-07-16 15:45:12.951269,19647181251,2,0,0,0,34,4->3
1,2025-07-16 15:45:19.600324,11111114041,2,0,0,0,90,4->3
1,2025-07-16 15:47:04.463409,1111110190190,2,0,0,0,57,4->3
1,2025-07-16 15:51:17.611104,19647181251,2,0,0,36,0,3->4
1,2025-07-16 15:51:56.201766,1111111248249,2,0,0,0,58,4->3
1,2025-07-16 15:52:39.362422,1111110192192,1,41,0,0,0,1->2
1,2025-07-16 15:52:53.247156,1111110190190,2,0,0,57,0,3->4
1,2025-07-16 15:54:42.982766,19647181251,2,0,0,0,45,4->3
1,2025-07-16 15:54:23.382168,11111114041,1,42,0,0,0,1->2
1,2025-07-16 15:55:28.366275,11111116362,2,0,0,50,0,3->4
1,2025-07-16 15:56:03.808083,1964711262,1,0,65,0,0,2->1
1,2025-07-16 15:56:15.231096,19647181251,2,0,0,42,0,3->4
1,2025-07-16 15:57:30.400964,11111114041,2,0,0,45,0,3->4
1,2025-07-16 15:58:18.402051,1964711262,2,0,0,0,57,4->3
1,2025-07-16 15:59:17.648672,1964711262,2,0,0,55,0,3->4
1,2025-07-16 16:05:54.572353,1111110190190,1,42,0,0,0,1->2
1,2025-07-16 16:06:47.236336,1964711262,2,0,0,0,61,4->3
1,2025-07-16 16:08:28.796395,1964711262,2,0,0,46,0,3->4
1,2025-07-16 16:09:02.246148,11111114041,2,0,0,0,59,4->3
1,2025-07-16 16:12:59.579540,1111111248249,2,0,0,67,0,3->4
1,2025-07-16 16:14:30.244823,1964711262,2,0,0,0,47,4->3
1,2025-07-16 16:19:02.737634,11111114041,2,0,0,46,0,3->4
1,2025-07-16 16:20:28.147860,11111116362,2,0,0,0,58,4->3
1,2025-07-16 16:21:47.827618,19647181251,2,0,0,0,78,4->3
1,2025-07-16 16:23:21.237820,19647181251,2,0,0,35,0,3->4
1,2025-07-16 16:23:58.984469,1111111248249,2,0,0,0,48,4->3
1,2025-07-16 16:25:38.723237,19647181251,2,0,0,0,34,4->3
1,2025-07-16 16:25:51.389351,1111110192192,2,0,0,150,0,3->4
1,2025-07-16 16:27:49.849216,1111110190190,1,0,49,0,0,2->1
1,2025-07-16 16:29:03.566923,1964711262,2,0,0,48,0,3->4
1,2025-07-16 16:29:30.130987,11111116362,1,54,0,0,0,1->2
1,2025-07-16 16:30:16.759069,1964711262,2,0,0,0,52,4->3
1,2025-07-16 16:32:42.276351,19647181251,1,35,0,0,0,1->2
1,2025-07-16 16:31:37.631978,11111114041,2,0,0,0,113,4->3
1,2025-07-16 16:35:04.504708,1964711262,2,0,0,35,0,3->4
1,2025-07-16 16:34:25.243249,1111110190190,1,58,0,0,0,1->2
1,2025-07-16 16:36:06.706035,11111116362,2,0,0,36,0,3->4
1,2025-07-16 16:37:35.806147,1111110190190,2,0,0,0,92,4->3
1,2025-07-16 16:39:31.932875,1111110192192,2,0,0,0,167,4->3
1,2025-07-16 16:42:58.485987,19647181251,2,0,0,47,0,3->4
1,2025-07-16 16:43:57.797409,1111111248249,2,0,0,48,0,3->4
1,2025-07-16 16:45:03.608564,19647181251,2,0,0,0,76,4->3
1,2025-07-16 16:48:28.659029,11111116362,2,0,0,0,61,4->3
1,2025-07-16 16:52:21.408650,1964711262,2,0,0,0,39,4->3
1,2025-07-16 17:02:01.853107,1964711262,2,0,0,59,0,3->4
1,2025-07-16 17:04:32.132663,11111114041,2,0,0,51,0,3->4
1,2025-07-16 17:08:52.883226,1111111248249,2,0,0,0,44,4->3
1,2025-07-16 17:10:34.059303,19647181251,2,0,0,34,0,3->4
1,2025-07-16 17:18:08.490429,1111110192192,2,0,0,45,0,3->4
1,2025-07-16 17:20:22.715340,11111114041,2,0,0,0,36,4->3
1,2025-07-16 17:20:58.944504,19647181251,2,0,0,0,36,4->3
1,2025-07-16 17:22:32.869496,1111110190190,2,0,0,109,0,3->4
1,2025-07-16 17:24:20.372126,1111110190190,2,0,0,0,39,4->3
1,2025-07-16 17:25:13.976393,1111110192192,2,0,0,0,152,4->3
1,2025-07-16 17:29:23.405765,1964711262,2,0,0,0,66,4->3
1,2025-07-16 17:30:36.466910,1964711262,2,0,0,34,0,3->4
1,2025-07-16 17:31:07.487304,1964711262,2,0,0,0,46,4->3
1,2025-07-16 17:33:38.196643,19647181251,2,0,0,50,0,3->4
1,2025-07-16 17:34:39.120163,19647181251,2,0,0,0,50,4->3
1,2025-07-16 17:36:14.066139,1964711262,2,0,0,35,0,3->4
1,2025-07-16 17:36:41.014686,1964711262,2,0,0,0,45,4->3
1,2025-07-16 17:37:11.924999,1964711262,2,0,0,43,0,3->4
1,2025-07-16 17:38:37.380530,1964711262,2,0,0,0,41,4->3
1,2025-07-16 17:39:17.969435,11111116362,2,0,0,140,0,3->4
1,2025-07-16 17:42:00.678278,1111111248249,2,0,0,99,0,3->4
1,2025-07-16 17:44:30.364601,11111114041,2,0,0,123,0,3->4
1,2025-07-16 17:51:33.805541,1111110190190,2,0,0,44,0,3->4
1,2025-07-16 17:56:06.298243,1964711262,2,0,0,36,0,3->4
1,2025-07-16 18:00:08.759513,1964711262,2,0,0,0,36,4->3
1,2025-07-16 18:00:51.969240,11111114041,2,0,0,0,84,4->3
1,2025-07-16 18:02:51.195330,1111110190190,2,0,0,0,133,4->3
1,2025-07-16 18:06:09.763589,11111116362,2,0,0,0,100,4->3
1,2025-07-16 18:01:02.510526,1111110192192,1,0,59,0,0,2->1
1,2025-07-16 18:14:44.911229,1111111248249,2,0,0,0,94,4->3
1,2025-07-16 18:21:31.419730,1964711262,2,0,0,96,0,3->4
1,2025-07-16 18:21:49.756534,1111110192192,1,62,0,0,0,1->2
1,2025-07-16 18:23:28.968218,1964711262,2,0,0,0,55,4->3
1,2025-07-16 18:24:06.666470,1964711262,2,0,0,55,0,3->4
1,2025-07-16 18:27:21.367503,19647181251,2,0,0,35,0,3->4
1,2025-07-16 18:29:03.693561,19647181251,2,0,0,0,37,4->3
1,2025-07-16 18:29:33.820135,11111116362,1,0,44,0,0,2->1
1,2025-07-16 18:30:09.617339,11111116362,2,0,0,70,0,3->4
1,2025-07-16 18:33:52.000070,1111110190190,2,0,0,57,0,3->4
1,2025-07-16 18:41:43.069981,19647181251,2,0,0,38,0,3->4
1,2025-07-16 18:42:50.435260,11111116362,2,0,0,0,208,4->3
1,2025-07-16 18:47:39.476111,19647181251,2,0,0,0,45,4->3
1,2025-07-16 18:48:39.473688,19647181251,2,0,0,39,0,3->4
1,2025-07-16 18:49:34.757163,1111110192192,2,0,0,76,0,3->4
1,2025-07-16 18:53:10.465448,19647181251,2,0,0,0,37,4->3
1,2025-07-16 18:54:18.001776,1111111248249,2,0,0,37,0,3->4
1,2025-07-16 18:59:29.406269,1964711262,2,0,0,0,79,4->3
1,2025-07-16 19:01:29.766665,1111110190190,2,0,0,0,89,4->3
1,2025-07-16 19:01:48.790229,1111111248249,1,0,46,0,0,2->1
1,2025-07-16 19:03:08.278699,1111110192192,2,0,0,0,99,4->3
1,2025-07-16 19:04:53.510363,11111114041,2,0,0,202,0,3->4
1,2025-07-16 19:09:19.676407,19647181251,2,0,0,35,0,3->4
1,2025-07-16 19:10:08.540226,19647181251,2,0,0,0,35,4->3
1,2025-07-16 19:10:56.523668,19647181251,2,0,0,36,0,3->4
1,2025-07-16 19:12:57.571344,1111110192192,2,0,0,136,0,3->4
1,2025-07-16 19:15:58.952034,1111111248249,2,0,0,0,77,4->3
1,2025-07-16 19:18:36.147012,1964711262,2,0,0,42,0,3->4
1,2025-07-16 19:33:37.038604,11111114041,2,0,0,0,34,4->3
1,2025-07-16 19:34:07.644122,19647181251,2,0,0,0,36,4->3
1,2025-07-16 19:34:29.287678,19647181251,2,0,0,56,0,3->4
1,2025-07-16 19:35:57.238485,19647181251,2,0,0,0,35,4->3
1,2025-07-16 19:37:54.069570,1111110190190,2,0,0,48,0,3->4
1,2025-07-16 19:43:04.257371,19647181251,2,0,0,37,0,3->4
1,2025-07-16 19:51:45.635054,1111111248249,2,0,0,35,0,3->4
initialize,2025-07-16 19:54:56.135580,0,1,0,0,0,0,initialize
initialize,2025-07-16 19:54:56.135583,0,2,0,0,0,0,initialize
1,2025-07-16 22:00:10.057664,1111110192192,2,0,0,558,0,3->4
1,2025-07-16 22:32:06.080632,1964711262,2,0,0,563,0,3->4
1,2025-07-16 22:35:00.718277,11111114041,2,0,0,552,0,3->4
1,2025-07-16 23:05:33.882428,1111110190190,2,0,0,614,0,3->4
1,2025-07-16 23:15:30.508824,19647181251,2,0,0,534,0,3->4
1,2025-07-16 23:22:50.385749,1111111248249,2,0,0,540,0,3->4
1,2025-07-16 23:36:56.277758,11111116362,2,0,0,651,0,3->4
