Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
initialize,2025-07-27 12:56:59.360798,0,1,0,0,0,0,initialize
initialize,2025-07-27 12:56:59.360802,0,2,0,0,0,0,initialize
initialize,2025-07-27 13:15:34.674817,0,1,0,0,0,0,initialize
initialize,2025-07-27 13:15:34.674819,0,2,0,0,0,0,initialize
initialize,2025-07-27 13:24:33.268644,0,1,0,0,0,0,initialize
initialize,2025-07-27 13:24:33.268647,0,2,0,0,0,0,initialize
initialize,2025-07-27 13:28:16.302318,0,1,0,0,0,0,initialize
initialize,2025-07-27 13:28:16.302322,0,2,0,0,0,0,initialize
1,2025-07-27 16:07:25.848981,1111110190190,2,0,0,0,619,4->3
1,2025-07-27 16:10:41.112612,11111114041,2,0,0,590,0,3->4
1,2025-07-27 17:15:59.833741,19647181251,2,0,0,592,0,3->4
1,2025-07-27 17:40:39.557905,1111110190190,2,0,0,557,0,3->4
1,2025-07-27 17:48:27.173988,1111110190190,1,566,0,0,0,1->2
1,2025-07-27 18:34:55.977534,11111116362,2,0,0,704,1,3->4
1,2025-07-27 18:56:02.149155,11111114041,2,0,0,0,554,4->3
1,2025-07-27 19:03:15.403634,1111110190190,2,0,0,0,751,4->3
1,2025-07-27 19:12:50.122186,19647181251,2,0,0,0,768,4->3
1,2025-07-27 19:58:07.987741,1111111248249,2,0,0,0,559,4->3
1,2025-07-27 20:06:55.120023,1964711262,2,0,0,0,580,4->3
1,2025-07-27 20:32:57.588023,1111110192192,2,0,0,568,0,3->4
1,2025-07-27 20:34:21.722067,19647181251,2,0,0,627,0,3->4
1,2025-07-27 21:28:19.929988,19645674,2,0,0,0,557,4->3
1,2025-07-27 22:37:26.728165,1964711262,2,0,0,628,0,3->4
1,2025-07-27 22:41:55.185782,19645674,2,0,0,587,0,3->4
1,2025-07-27 22:50:51.372040,1111111248249,2,0,0,790,0,3->4
1,2025-07-27 23:23:35.791989,11111114041,2,0,0,1026,0,3->4
1,2025-07-27 23:35:15.650733,1111110190190,2,0,0,564,0,3->4
