Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
1,2025-07-30 23:54:59.559951,11111114041,2,0,0,0,823,4->3
1,2025-07-31 00:02:55.908621,1964711262,2,0,0,602,0,3->4
1,2025-07-31 00:06:40.041435,11111116362,2,0,0,0,590,4->3
1,2025-07-31 00:31:40.431128,1964711262,2,0,0,0,887,4->3
1,2025-07-31 00:58:36.127567,11111114041,2,0,0,1059,0,3->4
1,2025-07-31 01:12:52.722250,1964711262,2,0,0,1036,0,3->4
1,2025-07-31 01:22:02.631690,19647181251,2,0,0,8107,0,3->4
1,2025-07-31 03:45:33.151050,19645674,2,0,0,1149,0,3->4
1,2025-07-31 04:07:29.737241,19647181251,2,0,0,0,1019,4->3
1,2025-07-31 04:24:23.154738,19647181251,2,0,0,4030,0,3->4
1,2025-07-31 05:35:13.655196,1111111248249,2,0,0,0,725,4->3
1,2025-07-31 06:12:50.443325,11111116362,2,0,0,785,0,3->4
1,2025-07-31 06:20:17.700927,11111114041,2,0,0,0,632,4->3
1,2025-07-31 06:37:54.099583,11111114041,2,0,0,1314,0,3->4
1,2025-07-31 06:56:14.684123,11111116362,2,0,0,0,679,4->3
1,2025-07-31 07:00:45.476277,11111114041,2,0,0,0,1694,4->3
1,2025-07-31 07:30:26.297166,1111110190190,2,0,0,0,735,4->3
1,2025-07-31 07:42:54.855996,19645674,2,0,0,0,1050,4->3
1,2025-07-31 07:52:02.226349,19645674,2,0,0,612,0,3->4
1,2025-07-31 08:07:49.918555,1111111248249,2,0,0,745,0,3->4
1,2025-07-31 08:31:43.594404,1111111248249,2,0,0,0,816,4->3
1,2025-07-31 08:47:22.741781,1964711262,2,0,0,0,778,4->3
1,2025-07-31 08:56:03.531624,11111114041,2,0,0,927,0,3->4
1,2025-07-31 09:16:28.469387,11111114041,2,0,0,0,603,4->3
1,2025-07-31 09:20:27.682604,1964711262,2,0,0,1084,0,3->4
initialize,2025-07-31 11:41:47.346908,0,1,0,0,0,0,initialize
initialize,2025-07-31 11:41:47.346912,0,2,0,0,0,0,initialize
1,2025-07-31 12:41:27.720427,1111110192192,1,0,569,0,0,2->1
1,2025-07-31 12:42:32.482097,11111114041,1,1,754,0,0,2->1
1,2025-07-31 12:49:23.144606,1111111248249,1,2101,0,0,0,1->2
