Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
initialize,2025-07-28 10:18:26.436642,0,1,0,0,0,0,initialize
initialize,2025-07-28 10:18:26.436646,0,2,0,0,0,0,initialize
initialize,2025-07-28 10:18:51.990295,0,1,0,0,0,0,initialize
initialize,2025-07-28 10:18:51.990298,0,2,0,0,0,0,initialize
initialize,2025-07-28 10:57:24.678017,0,1,0,0,0,0,initialize
initialize,2025-07-28 10:57:24.678020,0,2,0,0,0,0,initialize
initialize,2025-07-28 11:02:24.199332,0,1,0,0,0,0,initialize
initialize,2025-07-28 11:02:24.199335,0,2,0,0,0,0,initialize
1,2025-07-28 11:14:50.131441,19647181251,1,0,803,0,0,2->1
1,2025-07-28 12:46:09.759930,1111110192192,1,0,710,0,0,2->1
1,2025-07-28 18:44:51.189697,11111114041,2,0,0,571,0,3->4
1,2025-07-28 19:01:25.509232,11111116362,2,0,0,608,0,3->4
1,2025-07-28 19:16:11.378496,1111110190190,2,0,0,0,556,4->3
1,2025-07-28 19:31:33.253650,19647181251,2,0,0,640,0,3->4
1,2025-07-28 19:33:36.255281,1111110192192,2,0,0,642,0,3->4
1,2025-07-28 19:36:06.603152,1111111248249,2,0,0,0,747,4->3
1,2025-07-28 19:49:49.707888,1111110190190,2,0,0,617,0,3->4
1,2025-07-28 19:52:40.424789,1111110190190,2,0,0,0,647,4->3
1,2025-07-28 20:08:12.041568,1964711262,2,0,0,0,565,4->3
1,2025-07-28 20:25:14.112406,11111114041,2,0,0,0,733,4->3
1,2025-07-28 20:32:15.681520,19645674,2,0,0,0,600,4->3
1,2025-07-28 20:56:05.752612,11111116362,2,0,0,0,785,4->3
1,2025-07-28 21:10:48.700097,11111116362,2,0,0,745,0,3->4
1,2025-07-28 21:26:39.165488,1111111248249,2,0,0,801,0,3->4
1,2025-07-28 21:41:49.954715,11111114041,2,0,0,559,0,3->4
1,2025-07-28 21:47:00.058636,1111110190190,2,0,0,1161,0,3->4
1,2025-07-28 22:04:40.399521,1964711262,2,0,0,769,0,3->4
1,2025-07-28 22:11:24.747229,11111116362,2,0,0,0,569,4->3
1,2025-07-28 22:18:06.044759,11111114041,2,0,0,0,690,4->3
1,2025-07-28 22:37:02.597677,11111114041,2,0,0,943,0,3->4
1,2025-07-28 22:57:14.912979,19647181251,2,0,0,0,1215,4->3
1,2025-07-28 23:11:26.134345,11111114041,2,0,0,0,934,4->3
1,2025-07-28 23:24:30.600817,1111110192192,2,0,0,0,663,4->3
1,2025-07-28 23:29:23.946571,11111114041,2,0,0,762,0,3->4
1,2025-07-28 23:45:27.786690,19645674,2,0,0,620,0,3->4
