Mode,Start_Time,Animal,Unit,Weight
1,2025-08-06 00:00:00.766907,1111110192192,3,19.62
1,2025-08-06 00:00:00.969759,1111110192192,3,26.57
1,2025-08-06 00:00:01.172183,1111110192192,3,27.47
1,2025-08-06 00:00:01.373805,1111110192192,3,26.17
1,2025-08-06 00:00:01.576455,1111110192192,3,27.39
1,2025-08-06 00:00:01.778716,1111110192192,3,27.33
1,2025-08-06 00:00:01.981214,1111110192192,3,25.33
1,2025-08-06 00:00:02.183867,1111110192192,3,16.11
1,2025-08-06 00:00:02.386785,1111110192192,3,21.61
1,2025-08-06 00:00:02.589716,1111110192192,3,14.52
1,2025-08-06 00:01:40.710593,19647181251,3,19.34
1,2025-08-06 00:01:40.913276,19647181251,3,23.18
1,2025-08-06 00:01:41.115638,19647181251,3,25.77
1,2025-08-06 00:01:41.318446,19647181251,3,26.55
1,2025-08-06 00:01:41.520958,19647181251,3,24.09
1,2025-08-06 00:01:41.723268,19647181251,3,15.18
1,2025-08-06 00:01:41.926549,19647181251,3,13.76
1,2025-08-06 00:01:42.129786,19647181251,3,9.34
1,2025-08-06 00:01:42.333189,19647181251,3,1.67
1,2025-08-06 00:01:42.535967,19647181251,3,-0.7
1,2025-08-06 00:02:03.973404,1111110192192,3,23.8
1,2025-08-06 00:02:04.175842,1111110192192,3,27.56
1,2025-08-06 00:02:04.378457,1111110192192,3,26.85
1,2025-08-06 00:02:04.581495,1111110192192,3,27.28
1,2025-08-06 00:02:04.784412,1111110192192,3,27.59
1,2025-08-06 00:02:04.987513,1111110192192,3,21.31
1,2025-08-06 00:02:05.190402,1111110192192,3,14.9
1,2025-08-06 00:02:05.392748,1111110192192,3,13.85
1,2025-08-06 00:02:05.595146,1111110192192,3,9.42
1,2025-08-06 00:02:05.797971,1111110192192,3,2.47
1,2025-08-06 00:03:19.224133,1111111248249,3,20.19
1,2025-08-06 00:03:19.426348,1111111248249,3,27.85
1,2025-08-06 00:03:19.628676,1111111248249,3,27.35
1,2025-08-06 00:03:19.830467,1111111248249,3,26.77
1,2025-08-06 00:03:20.033698,1111111248249,3,31.12
1,2025-08-06 00:03:20.235649,1111111248249,3,17.77
1,2025-08-06 00:03:20.438268,1111111248249,3,15.33
1,2025-08-06 00:03:20.640544,1111111248249,3,7.99
1,2025-08-06 00:03:20.843250,1111111248249,3,-0.19
1,2025-08-06 00:03:21.045899,1111111248249,3,-0.04
1,2025-08-06 00:05:44.772804,1111110190190,3,18.43
1,2025-08-06 00:05:44.975677,1111110190190,3,25.68
1,2025-08-06 00:05:45.178464,1111110190190,3,25.05
1,2025-08-06 00:05:45.381189,1111110190190,3,25.76
1,2025-08-06 00:05:45.583957,1111110190190,3,18.37
1,2025-08-06 00:05:45.786476,1111110190190,3,16.03
1,2025-08-06 00:05:45.989394,1111110190190,3,10.91
1,2025-08-06 00:05:46.191062,1111110190190,3,3.9
1,2025-08-06 00:05:46.392726,1111110190190,3,4.38
1,2025-08-06 00:05:46.595753,1111110190190,3,0.05
1,2025-08-06 00:07:41.645475,1111110192192,3,22.41
1,2025-08-06 00:07:41.847647,1111110192192,3,24.85
1,2025-08-06 00:07:42.050293,1111110192192,3,27.52
1,2025-08-06 00:07:42.253297,1111110192192,3,27.81
1,2025-08-06 00:07:42.455360,1111110192192,3,21.6
1,2025-08-06 00:07:42.657631,1111110192192,3,13.84
1,2025-08-06 00:07:42.860377,1111110192192,3,13.14
1,2025-08-06 00:07:43.062057,1111110192192,3,10.04
1,2025-08-06 00:07:43.264340,1111110192192,3,12.67
1,2025-08-06 00:07:43.467124,1111110192192,3,12.19
1,2025-08-06 00:07:44.374626,1111111248249,3,20.94
1,2025-08-06 00:07:44.577112,1111111248249,3,28.0
1,2025-08-06 00:07:44.779970,1111111248249,3,24.63
1,2025-08-06 00:07:44.982946,1111111248249,3,27.73
1,2025-08-06 00:07:45.185672,1111111248249,3,27.42
1,2025-08-06 00:07:45.388357,1111111248249,3,26.27
1,2025-08-06 00:07:45.591233,1111111248249,3,15.49
1,2025-08-06 00:07:45.794013,1111111248249,3,10.06
1,2025-08-06 00:07:45.996576,1111111248249,3,1.2
1,2025-08-06 00:07:46.199194,1111111248249,3,0.23
1,2025-08-06 00:08:09.102726,1111110190190,3,24.26
1,2025-08-06 00:08:09.306688,1111110190190,3,25.87
1,2025-08-06 00:08:09.509561,1111110190190,3,27.01
1,2025-08-06 00:08:09.713070,1111110190190,3,33.12
1,2025-08-06 00:08:09.915628,1111110190190,3,16.79
1,2025-08-06 00:08:10.118588,1111110190190,3,11.08
