Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
1,2025-07-21 00:13:35.317922,1111110209209,2,0,0,0,544,4->3
1,2025-07-21 02:04:37.791482,1111111134135,2,0,0,0,548,4->3
1,2025-07-21 05:55:30.668548,196471892,2,0,0,564,0,3->4
1,2025-07-21 09:08:55.170073,1111110209209,2,0,0,548,0,3->4
initialize,2025-07-21 12:14:24.576635,0,1,0,0,0,0,initialize
initialize,2025-07-21 12:14:24.576639,0,2,0,0,0,0,initialize
initialize,2025-07-21 12:18:46.401309,0,1,0,0,0,0,initialize
initialize,2025-07-21 12:18:46.401313,0,2,0,0,0,0,initialize
1,2025-07-21 14:29:38.387464,19647186244,2,0,0,555,0,3->4
1,2025-07-21 15:30:38.601158,1111110252252,2,0,0,551,0,3->4
1,2025-07-21 15:42:53.519295,19644148217,2,0,0,537,0,3->4
1,2025-07-21 17:15:21.391214,1111111151150,1,534,0,0,0,1->2
1,2025-07-21 17:39:38.156735,1111111134135,2,0,0,553,0,3->4
1,2025-07-21 17:49:40.682247,19645782,1,555,0,0,0,1->2
1,2025-07-21 17:45:22.756621,19647186244,2,0,0,0,859,4->3
1,2025-07-21 18:00:29.117692,19644148217,2,0,0,0,571,4->3
1,2025-07-21 18:04:50.832269,19645782,2,0,0,0,811,4->3
1,2025-07-21 18:13:19.766676,1111110209209,1,557,0,0,0,1->2
1,2025-07-21 18:17:36.462825,196471892,2,0,0,0,570,4->3
1,2025-07-21 18:31:03.129916,196471892,1,541,0,0,0,1->2
1,2025-07-21 18:29:07.996315,1111110209209,2,0,0,0,941,4->3
1,2025-07-21 18:41:40.541670,1111111151150,1,0,553,0,0,2->1
1,2025-07-21 18:37:16.954612,1111111134135,2,0,0,0,1462,4->3
1,2025-07-21 19:02:19.211505,1111110209209,2,0,0,1424,0,3->4
1,2025-07-21 19:29:28.168159,19647186244,2,0,0,1714,0,3->4
1,2025-07-21 19:57:14.102984,1111111134135,2,0,0,4913,0,3->4
1,2025-07-21 21:30:12.837236,19644148217,2,0,0,700,0,3->4
1,2025-07-21 21:54:43.451103,1111110252252,2,0,0,0,673,4->3
1,2025-07-21 22:01:47.421096,19645782,2,0,0,617,0,3->4
1,2025-07-21 22:01:44.385954,19644148217,1,0,534,0,0,2->1
1,2025-07-21 22:08:01.263340,19644148217,2,0,0,0,968,4->3
1,2025-07-21 22:35:07.536425,19647186244,2,0,0,0,693,4->3
1,2025-07-21 22:48:16.204414,1111110252252,2,0,0,1638,0,3->4
1,2025-07-21 23:07:52.000042,19644148217,2,0,0,848,0,3->4
1,2025-07-21 23:29:39.892443,196471892,2,0,0,548,0,3->4
1,2025-07-21 23:36:55.957528,19647186244,2,0,0,1210,0,3->4
