Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
1,2025-07-20 00:09:30.803036,1111110252252,1,591,0,0,0,1->2
1,2025-07-20 04:33:22.580069,1111111134135,1,553,0,0,0,1->2
1,2025-07-20 04:45:11.170169,1111111151150,1,690,0,0,0,1->2
1,2025-07-20 09:49:30.773388,19645782,1,0,539,0,0,2->1
initialize,2025-07-20 12:40:23.190197,0,1,0,0,0,0,initialize
initialize,2025-07-20 12:40:23.190201,0,2,0,0,0,0,initialize
initialize,2025-07-20 12:44:31.116826,0,1,0,0,0,0,initialize
initialize,2025-07-20 12:44:31.116830,0,2,0,0,0,0,initialize
1,2025-07-20 14:53:26.867891,19647186244,2,0,0,535,0,3->4
1,2025-07-20 15:14:19.963273,1111110252252,2,0,0,555,0,3->4
1,2025-07-20 15:39:11.600789,19645782,2,0,0,566,0,3->4
1,2025-07-20 15:43:06.979186,1111111151150,2,0,0,590,0,3->4
1,2025-07-20 15:53:36.176470,19644148217,2,0,0,563,0,3->4
1,2025-07-20 15:58:18.571330,1111111134135,2,0,0,583,0,3->4
1,2025-07-20 16:02:21.241107,196471892,2,0,0,553,0,3->4
1,2025-07-20 17:06:57.653411,1111110209209,2,0,0,549,0,3->4
1,2025-07-20 19:06:38.136395,1111111151150,2,0,0,0,797,4->3
1,2025-07-20 21:12:30.972087,19645782,2,0,0,0,537,4->3
1,2025-07-20 21:16:36.222755,19647186244,2,0,0,0,544,4->3
1,2025-07-20 21:19:48.916246,1111110252252,2,0,0,0,540,4->3
1,2025-07-20 21:37:29.721193,196471892,2,0,0,0,631,4->3
1,2025-07-20 21:53:00.516143,1111111134135,1,0,535,0,0,2->1
1,2025-07-20 22:46:47.530522,19645782,2,0,0,600,0,3->4
1,2025-07-20 23:16:04.623017,19647186244,2,0,0,550,0,3->4
1,2025-07-20 23:50:07.055496,1111110252252,2,0,0,560,0,3->4
1,2025-07-20 23:52:59.197507,19644148217,2,0,0,0,536,4->3
