Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
1,2025-07-24 01:49:52.326679,1111110252252,2,0,0,542,0,3->4
1,2025-07-24 03:16:38.489981,19647186244,2,0,0,0,539,4->3
initialize,2025-07-24 10:24:43.149357,0,1,0,0,0,0,initialize
initialize,2025-07-24 10:24:43.149367,0,2,0,0,0,0,initialize
initialize,2025-07-24 10:42:55.390931,0,1,0,0,0,0,initialize
initialize,2025-07-24 10:42:55.390934,0,2,0,0,0,0,initialize
initialize,2025-07-24 10:45:42.620320,0,1,0,0,0,0,initialize
initialize,2025-07-24 10:45:42.620324,0,2,0,0,0,0,initialize
initialize,2025-07-24 10:46:48.837854,0,1,0,0,0,0,initialize
initialize,2025-07-24 10:46:48.837859,0,2,0,0,0,0,initialize
initialize,2025-07-24 10:48:07.417464,0,1,0,0,0,0,initialize
initialize,2025-07-24 10:48:07.417467,0,2,0,0,0,0,initialize
initialize,2025-07-24 11:03:04.301829,0,1,0,0,0,0,initialize
initialize,2025-07-24 11:03:04.301832,0,2,0,0,0,0,initialize
initialize,2025-07-24 11:14:19.611129,0,1,0,0,0,0,initialize
initialize,2025-07-24 11:14:19.611133,0,2,0,0,0,0,initialize
initialize,2025-07-24 11:19:16.279191,0,1,0,0,0,0,initialize
initialize,2025-07-24 11:19:16.279195,0,2,0,0,0,0,initialize
initialize,2025-07-24 11:24:19.992435,0,1,0,0,0,0,initialize
initialize,2025-07-24 11:24:19.992438,0,2,0,0,0,0,initialize
initialize,2025-07-24 11:26:56.545628,0,1,0,0,0,0,initialize
initialize,2025-07-24 11:26:56.545632,0,2,0,0,0,0,initialize
initialize,2025-07-24 11:58:30.485643,0,1,0,0,0,0,initialize
initialize,2025-07-24 11:58:30.485646,0,2,0,0,0,0,initialize
1,2025-07-24 15:31:58.968569,19644148217,2,0,0,563,0,3->4
1,2025-07-24 15:46:28.255975,1111110252252,2,0,0,535,0,3->4
1,2025-07-24 15:58:28.987801,19647186244,2,0,0,547,0,3->4
1,2025-07-24 16:18:22.487192,1111111134135,2,0,0,554,0,3->4
1,2025-07-24 16:22:01.354214,196471892,2,0,0,0,598,4->3
1,2025-07-24 16:26:27.492283,1111111151150,2,0,0,0,548,4->3
1,2025-07-24 16:27:07.615489,19645782,2,0,0,0,545,4->3
1,2025-07-24 17:38:42.619689,1111110209209,2,0,0,0,557,4->3
initialize,2025-07-24 19:17:47.066983,0,1,0,0,0,0,initialize
initialize,2025-07-24 19:17:47.066987,0,2,0,0,0,0,initialize
initialize,2025-07-24 19:22:58.765741,0,1,0,0,0,0,initialize
initialize,2025-07-24 19:22:58.765744,0,2,0,0,0,0,initialize
1,2025-07-24 22:21:27.171632,1111110252252,2,0,0,540,0,3->4
1,2025-07-24 22:52:59.873522,196471892,2,0,0,0,574,4->3
1,2025-07-24 22:57:38.430261,19644148217,2,0,0,570,0,3->4
1,2025-07-24 23:05:05.755337,19647186244,2,0,0,552,0,3->4
1,2025-07-24 23:30:36.218348,1111111151150,2,0,0,0,624,4->3
