Mode,Start_Time,Animal,Unit,Weight
1,2025-08-06 00:00:31.817758,1111111151150,3,21.61
1,2025-08-06 00:00:32.021806,1111111151150,3,28.17
1,2025-08-06 00:00:32.225858,1111111151150,3,27.88
1,2025-08-06 00:00:32.430037,1111111151150,3,28.23
1,2025-08-06 00:00:32.633002,1111111151150,3,28.34
1,2025-08-06 00:00:32.835805,1111111151150,3,31.36
1,2025-08-06 00:00:33.040681,1111111151150,3,19.91
1,2025-08-06 00:00:33.243744,1111111151150,3,12.31
1,2025-08-06 00:00:33.447440,1111111151150,3,14.0
1,2025-08-06 00:00:33.651140,1111111151150,3,4.91
1,2025-08-06 00:03:31.196244,1111110209209,3,23.81
1,2025-08-06 00:03:31.398966,1111110209209,3,25.39
1,2025-08-06 00:03:31.602952,1111110209209,3,20.16
1,2025-08-06 00:03:31.806199,1111110209209,3,11.48
1,2025-08-06 00:03:32.010313,1111110209209,3,3.9
1,2025-08-06 00:03:32.213256,1111110209209,3,4.29
1,2025-08-06 00:03:32.416094,1111110209209,3,1.22
1,2025-08-06 00:03:32.619878,1111110209209,3,-0.09
1,2025-08-06 00:03:32.822847,1111110209209,3,-0.02
1,2025-08-06 00:03:33.026108,1111110209209,3,0.21
1,2025-08-06 00:03:35.148035,1111110252252,3,26.42
1,2025-08-06 00:03:35.354827,1111110252252,3,26.54
1,2025-08-06 00:03:35.557884,1111110252252,3,26.73
1,2025-08-06 00:03:35.760579,1111110252252,3,26.11
1,2025-08-06 00:03:35.963533,1111110252252,3,28.1
1,2025-08-06 00:03:36.167923,1111110252252,3,20.94
1,2025-08-06 00:03:36.371057,1111110252252,3,12.24
1,2025-08-06 00:03:36.574546,1111110252252,3,9.86
1,2025-08-06 00:03:36.778555,1111110252252,3,7.25
1,2025-08-06 00:03:36.982956,1111110252252,3,2.16
1,2025-08-06 00:03:59.275083,1111110209209,3,26.29
1,2025-08-06 00:03:59.477941,1111110209209,3,24.35
1,2025-08-06 00:03:59.682162,1111110209209,3,24.4
1,2025-08-06 00:03:59.886289,1111110209209,3,16.22
1,2025-08-06 00:04:00.089950,1111110209209,3,13.43
1,2025-08-06 00:04:00.294267,1111110209209,3,4.95
1,2025-08-06 00:04:00.497810,1111110209209,3,5.12
1,2025-08-06 00:04:00.701737,1111110209209,3,1.69
1,2025-08-06 00:04:00.904853,1111110209209,3,0.04
1,2025-08-06 00:04:01.108524,1111110209209,3,0.05
1,2025-08-06 00:04:12.065854,19647186244,3,24.55
1,2025-08-06 00:04:12.270230,19647186244,3,27.25
1,2025-08-06 00:04:12.474253,19647186244,3,28.85
1,2025-08-06 00:04:12.677511,19647186244,3,21.92
1,2025-08-06 00:04:12.881495,19647186244,3,20.65
1,2025-08-06 00:04:13.084714,19647186244,3,14.26
1,2025-08-06 00:04:13.288081,19647186244,3,4.39
1,2025-08-06 00:04:13.494444,19647186244,3,5.42
1,2025-08-06 00:04:13.698560,19647186244,3,0.17
1,2025-08-06 00:04:13.901651,19647186244,3,-0.09
1,2025-08-06 00:12:42.949497,1111110209209,3,22.42
1,2025-08-06 00:12:43.153405,1111110209209,3,25.95
1,2025-08-06 00:12:43.357245,1111110209209,3,21.83
1,2025-08-06 00:12:43.561237,1111110209209,3,10.03
1,2025-08-06 00:12:43.764027,1111110209209,3,13.01
1,2025-08-06 00:12:43.967519,1111110209209,3,3.29
1,2025-08-06 00:12:44.171401,1111110209209,3,3.82
1,2025-08-06 00:12:44.375267,1111110209209,3,0.26
1,2025-08-06 00:12:44.577886,1111110209209,3,0.07
1,2025-08-06 00:12:44.782040,1111110209209,3,0.64
1,2025-08-06 00:13:29.940721,1111110209209,3,18.46
1,2025-08-06 00:13:30.143960,1111110209209,3,26.48
1,2025-08-06 00:13:30.348077,1111110209209,3,25.87
1,2025-08-06 00:13:30.551237,1111110209209,3,17.94
1,2025-08-06 00:13:30.756455,1111110209209,3,11.26
1,2025-08-06 00:13:30.960344,1111110209209,3,5.18
