Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
1,2025-07-31 00:17:17.928120,1111111134135,2,0,0,535,0,3->4
1,2025-07-31 01:07:07.738341,19645782,2,0,0,602,0,3->4
1,2025-07-31 02:07:03.792552,1111111151150,2,0,0,612,0,3->4
initialize,2025-07-31 11:49:37.390275,0,1,0,0,0,0,initialize
initialize,2025-07-31 11:49:37.390278,0,2,0,0,0,0,initialize
initialize,2025-07-31 12:05:51.465663,0,1,0,0,0,0,initialize
initialize,2025-07-31 12:05:51.465667,0,2,0,0,0,0,initialize
initialize,2025-07-31 13:16:26.045975,0,1,0,0,0,0,initialize
initialize,2025-07-31 13:16:26.045979,0,2,0,0,0,0,initialize
1,2025-07-31 16:54:16.746844,19647186244,2,0,0,550,1,3->4
1,2025-07-31 18:50:33.488594,1111110252252,1,0,536,0,0,2->1
1,2025-07-31 19:41:42.087900,19644148217,1,0,548,0,0,2->1
1,2025-07-31 19:50:12.842595,19647186244,1,0,534,0,0,2->1
1,2025-07-31 22:10:38.137002,1111111151150,2,0,0,0,549,4->3
1,2025-07-31 23:19:16.875258,1111111134135,2,0,0,554,0,3->4
1,2025-07-31 23:34:43.183995,1111110252252,2,0,0,538,1,3->4
1,2025-07-31 23:50:35.729361,19645782,2,0,0,0,539,4->3
