Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
1,2025-07-28 00:45:53.395962,19647186244,1,544,0,0,0,1->2
1,2025-07-28 00:47:26.990367,1111110252252,1,534,0,0,0,1->2
1,2025-07-28 01:38:26.092044,1111111134135,1,648,0,0,0,1->2
initialize,2025-07-28 12:13:38.177108,0,1,0,0,0,0,initialize
initialize,2025-07-28 12:13:38.177113,0,2,0,0,0,0,initialize
initialize,2025-07-28 12:14:50.942215,0,1,0,0,0,0,initialize
initialize,2025-07-28 12:14:50.942218,0,2,0,0,0,0,initialize
initialize,2025-07-28 12:19:08.345268,0,1,0,0,0,0,initialize
initialize,2025-07-28 12:19:08.345271,0,2,0,0,0,0,initialize
initialize,2025-07-28 12:20:54.183726,0,1,0,0,0,0,initialize
initialize,2025-07-28 12:20:54.183730,0,2,0,0,0,0,initialize
initialize,2025-07-28 12:42:36.230868,0,1,0,0,0,0,initialize
initialize,2025-07-28 12:42:36.230872,0,2,0,0,0,0,initialize
initialize,2025-07-28 12:43:16.075969,0,1,0,0,0,0,initialize
initialize,2025-07-28 12:43:16.075973,0,2,0,0,0,0,initialize
initialize,2025-07-28 12:52:56.257057,0,1,0,0,0,0,initialize
initialize,2025-07-28 12:52:56.257060,0,2,0,0,0,0,initialize
initialize,2025-07-28 12:59:28.325831,0,1,0,0,0,0,initialize
initialize,2025-07-28 12:59:28.325835,0,2,0,0,0,0,initialize
initialize,2025-07-28 13:00:02.577971,0,1,0,0,0,0,initialize
initialize,2025-07-28 13:00:02.577975,0,2,0,0,0,0,initialize
1,2025-07-28 18:21:27.636447,19647186244,2,0,0,570,0,3->4
1,2025-07-28 18:53:07.677096,1111110252252,2,0,0,558,0,3->4
1,2025-07-28 19:50:24.516223,19644148217,2,0,0,558,0,3->4
1,2025-07-28 20:07:34.379625,1111111151150,2,0,0,0,546,4->3
1,2025-07-28 20:08:22.173074,196471892,2,0,0,0,538,4->3
1,2025-07-28 20:10:05.613601,1111111134135,2,0,0,562,0,3->4
1,2025-07-28 20:26:58.176039,1111110209209,2,0,0,0,536,4->3
1,2025-07-28 20:37:06.741638,19645782,2,0,0,0,551,4->3
1,2025-07-28 23:35:04.408884,1111110209209,2,0,0,537,0,3->4
