Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
1,2025-07-17 00:39:34.641632,196471892,1,671,0,0,0,1->2
1,2025-07-17 01:23:21.325529,19644148217,1,621,0,0,0,1->2
1,2025-07-17 03:58:48.319068,19645782,2,0,0,546,4,3->4
1,2025-07-17 09:21:10.539393,1111111134135,1,574,0,0,0,1->2
initialize,2025-07-17 11:17:33.165118,0,1,0,0,0,0,initialize
initialize,2025-07-17 11:17:33.165121,0,2,0,0,0,0,initialize
initialize,2025-07-17 11:20:52.516370,0,1,0,0,0,0,initialize
initialize,2025-07-17 11:20:52.516374,0,2,0,0,0,0,initialize
initialize,2025-07-17 11:49:42.055373,0,1,0,0,0,0,initialize
initialize,2025-07-17 11:49:42.055385,0,2,0,0,0,0,initialize
initialize,2025-07-17 12:00:19.414378,0,1,0,0,0,0,initialize
initialize,2025-07-17 12:00:19.414381,0,2,0,0,0,0,initialize
initialize,2025-07-17 12:00:48.815021,0,1,0,0,0,0,initialize
initialize,2025-07-17 12:00:48.815024,0,2,0,0,0,0,initialize
1,2025-07-17 15:52:11.324087,196471892,1,616,0,0,0,1->2
1,2025-07-17 16:15:01.991998,1111110252252,1,546,0,0,0,1->2
1,2025-07-17 16:45:42.142060,1111110209209,1,535,0,0,0,1->2
1,2025-07-17 17:22:33.668439,1111111134135,2,0,0,613,0,3->4
1,2025-07-17 17:32:16.846733,1111111151150,1,534,0,0,0,1->2
1,2025-07-17 17:34:46.631518,1111111134135,1,534,0,0,0,1->2
1,2025-07-17 17:52:12.257410,19644148217,1,559,0,0,0,1->2
1,2025-07-17 18:01:37.329382,1111111151150,2,0,0,554,0,3->4
1,2025-07-17 18:33:29.588812,19647186244,1,538,0,0,0,1->2
1,2025-07-17 18:58:37.029593,196471892,2,0,0,572,0,3->4
1,2025-07-17 19:06:58.278338,1111110252252,2,0,0,566,0,3->4
1,2025-07-17 19:19:33.289777,1111110209209,2,0,0,548,0,3->4
1,2025-07-17 19:24:51.120960,19645782,1,545,0,0,0,1->2
1,2025-07-17 20:22:36.306414,19647186244,2,0,0,546,0,3->4
1,2025-07-17 21:00:31.253027,19645782,2,0,0,550,0,3->4
1,2025-07-17 21:30:16.211526,19644148217,2,0,0,534,0,3->4
1,2025-07-17 23:23:07.983174,1111111151150,1,0,540,0,0,2->1
1,2025-07-17 23:45:42.309825,196471892,1,0,626,0,0,2->1
