Mode,Start_Time,Animal,Unit,Licks1,Licks2,Drinks1,Drinks2
1,2025-08-01 23:59:06.319815,1111111134135,1,0,0,0,0
1,2025-08-01 23:58:34.920200,19644148217,2,0,0,0,0
1,2025-08-02 00:03:15.119835,1111111151150,2,0,0,0,0
1,2025-08-02 00:00:28.438316,1111111151150,1,0,0,0,0
1,2025-08-02 00:05:06.225528,196471892,1,0,0,0,0
1,2025-08-02 00:04:27.587465,196471892,2,0,0,0,0
1,2025-08-02 00:05:52.133956,19647186244,1,0,0,0,0
1,2025-08-02 00:05:56.960191,19647186244,1,0,0,0,0
1,2025-08-02 00:05:54.546953,1111110209209,2,0,0,0,0
1,2025-08-02 00:05:59.373337,1111110209209,1,0,0,0,0
1,2025-08-02 00:06:13.865944,1111110209209,1,0,0,0,0
1,2025-08-02 00:06:01.786417,19647186244,2,0,0,0,0
1,2025-08-02 00:06:23.533678,19644148217,2,0,0,0,0
1,2025-08-02 00:06:16.279061,1111110209209,1,0,0,0,0
1,2025-08-02 00:06:30.772847,19647186244,1,0,0,0,0
1,2025-08-02 00:06:40.440278,1111110209209,1,0,0,0,0
1,2025-08-02 00:06:47.694684,1111110209209,1,0,0,0,0
1,2025-08-02 00:07:26.335045,19645782,1,0,0,0,0
1,2025-08-02 00:08:00.161827,19647186244,1,0,0,0,0
1,2025-08-02 00:08:14.639626,1111110209209,1,0,0,0,0
1,2025-08-02 00:06:25.946637,19644148217,2,0,0,0,0
1,2025-08-02 00:08:21.893584,1111110209209,1,0,0,0,0
1,2025-08-02 00:08:24.307747,19644148217,2,0,0,0,0
1,2025-08-02 00:09:00.548791,1111110209209,2,0,0,0,0
1,2025-08-02 00:09:02.961063,1111110209209,2,0,0,0,0
1,2025-08-02 00:11:52.040867,196471892,2,0,0,0,0
1,2025-08-02 00:08:31.561278,19644148217,1,0,0,0,0
1,2025-08-02 00:11:59.295952,196471892,2,0,0,0,0
1,2025-08-02 00:12:21.028120,19644148217,1,0,0,0,0
1,2025-08-02 00:14:09.736414,1102000232,1,0,0,0,0
1,2025-08-02 00:14:12.149876,1111110209209,1,0,0,0,0
1,2025-08-02 00:16:00.842510,1111111151150,1,0,0,0,0
1,2025-08-02 00:12:40.363143,19644148217,2,0,0,0,0
1,2025-08-02 00:17:06.070781,1111110252252,2,0,0,0,0
1,2025-08-02 00:17:22.976785,1111111151150,2,0,0,0,0
1,2025-08-02 00:17:30.231286,1111111151150,2,0,0,0,0
1,2025-08-02 00:17:32.644184,1111111151150,2,0,0,0,0
1,2025-08-02 00:16:44.322654,1111110252252,1,0,0,0,0
1,2025-08-02 00:20:24.139036,1111110209209,1,0,0,0,0
1,2025-08-02 00:17:44.725341,1111110209209,2,0,0,0,0
1,2025-08-02 00:32:23.962069,1102000232,2,0,0,0,0
1,2025-08-02 00:32:26.375155,196471892,2,0,0,0,0
1,2025-08-02 00:21:29.364671,196471892,1,0,0,0,0
1,2025-08-02 00:36:37.587458,19647186244,2,0,0,0,0
1,2025-08-02 00:37:57.308629,19647186244,2,0,0,0,0
1,2025-08-02 00:42:30.252759,1111110252252,2,0,0,0,0
1,2025-08-02 00:37:42.814881,19647186244,1,0,0,0,0
1,2025-08-02 00:46:39.053667,1111111151150,1,0,0,0,0
1,2025-08-02 00:46:51.133321,1111111151150,1,0,0,0,0
1,2025-08-02 00:48:13.267740,1111111151150,1,0,0,0,0
1,2025-08-02 01:03:40.831422,1111110252252,1,0,0,0,0
1,2025-08-02 00:46:17.322236,1111111151150,2,0,0,0,0
1,2025-08-02 01:03:50.498889,1111110252252,1,0,0,0,0
1,2025-08-02 01:09:14.179611,19647186244,1,0,0,0,0
1,2025-08-02 01:18:56.326907,19645782,1,0,0,0,0
1,2025-08-02 01:05:10.205087,1111110252252,2,0,0,0,0
1,2025-08-02 01:19:39.791956,19645782,1,0,0,0,0
1,2025-08-02 03:11:10.785411,196471892,2,0,0,0,0
1,2025-08-02 04:32:08.496108,19644148217,1,0,0,0,0
1,2025-08-02 04:34:09.286203,19644148217,2,0,0,0,0
1,2025-08-02 04:54:12.239951,19647186244,1,0,0,0,0
