Mode,Start_Time,Animal,Unit,Licks1,Licks2,Drinks1,Drinks2
1,2025-08-02 23:45:57.724925,1111110209209,1,0,0,0,0
1,2025-08-03 00:00:07.845620,19647186244,1,0,0,0,0
1,2025-08-03 00:00:48.910178,1111111151150,1,0,0,0,0
1,2025-08-02 23:59:58.193657,1111111151150,2,0,0,0,0
1,2025-08-03 00:01:05.815155,1111111151150,1,0,0,0,0
1,2025-08-03 00:02:59.329050,196471892,1,0,0,0,0
1,2025-08-03 00:04:06.951488,1111110209209,1,0,0,0,0
1,2025-08-03 00:04:19.016079,1111110209209,1,0,0,0,0
1,2025-08-03 00:05:12.161252,196471892,1,0,0,0,0
1,2025-08-03 00:05:31.480677,1111110252252,1,0,0,0,0
1,2025-08-03 00:02:39.995077,196471892,2,0,0,0,0
1,2025-08-03 00:05:36.305324,19644148217,1,0,0,0,0
1,2025-08-03 00:10:33.367977,1111110209209,1,0,0,0,0
1,2025-08-03 00:10:52.686622,1102000232,1,0,0,0,0
1,2025-08-03 00:10:55.100681,19647186244,1,0,0,0,0
1,2025-08-03 00:10:16.463136,19647186244,2,0,0,0,0
1,2025-08-03 00:11:04.766244,1111110209209,1,0,0,0,0
1,2025-08-03 00:16:28.387443,19645782,1,0,0,0,0
1,2025-08-03 00:23:21.375510,19645782,1,0,0,0,0
1,2025-08-03 00:23:43.107566,19647186244,1,0,0,0,0
1,2025-08-03 00:12:26.881747,19645782,2,0,0,0,0
1,2025-08-03 00:35:13.839358,19647186244,2,0,0,0,0
1,2025-08-03 00:37:21.846236,1111110209209,2,0,0,0,0
1,2025-08-03 00:37:24.259177,1111110209209,2,0,0,0,0
1,2025-08-03 00:31:46.130782,1111110209209,1,0,0,0,0
1,2025-08-03 00:49:43.280367,1111110209209,1,0,0,0,0
1,2025-08-03 01:13:59.610776,19645782,1,0,0,0,0
1,2025-08-03 01:26:50.033576,19647186244,1,0,0,0,0
1,2025-08-03 00:47:20.797008,19645782,2,0,0,0,0
1,2025-08-03 01:34:24.071132,1111110252252,2,0,0,0,0
1,2025-08-03 01:53:38.511869,19645782,2,0,0,0,0
1,2025-08-03 01:56:27.567909,19645782,2,0,0,0,0
1,2025-08-03 01:27:23.843383,19647186244,1,0,0,0,0
1,2025-08-03 02:16:10.993059,19644148217,2,0,0,0,0
1,2025-08-03 02:25:48.213572,19644148217,1,0,0,0,0
1,2025-08-03 04:07:16.791290,1111111151150,2,0,0,0,0
1,2025-08-03 04:28:39.240447,19647186244,2,0,0,0,0
1,2025-08-03 04:48:03.336373,196471892,2,0,0,0,0
1,2025-08-03 04:07:33.697201,1111111151150,1,0,0,0,0
1,2025-08-03 05:08:18.166987,1111111134135,2,0,0,0,0
1,2025-08-03 05:09:04.058037,1111111134135,1,0,0,0,0
1,2025-08-03 06:15:38.707419,1111110252252,1,0,0,0,0
1,2025-08-03 06:14:11.766164,1111110252252,2,0,0,0,0
1,2025-08-03 08:20:32.894343,1102000232,2,0,0,0,0
1,2025-08-03 08:19:54.257791,1111110209209,1,0,0,0,0
1,2025-08-03 08:22:48.155844,1111111151150,1,0,0,0,0
1,2025-08-03 08:28:26.268241,1111110209209,1,0,0,0,0
1,2025-08-03 08:20:35.324028,1111110209209,2,0,0,0,0
1,2025-08-03 08:49:34.224327,1111110209209,1,0,0,0,0
1,2025-08-03 10:18:24.440249,19644148217,1,0,0,0,0
1,2025-08-03 10:26:46.783576,19647186244,1,0,0,0,0
1,2025-08-03 10:45:29.824805,1102000232,1,0,0,0,0
1,2025-08-03 10:13:03.215803,1111111134135,2,0,0,0,0
1,2025-08-03 10:45:39.491726,19647186244,2,0,0,0,0
1,2025-08-03 10:45:32.237231,19647186244,1,0,0,0,0
1,2025-08-03 10:55:16.700019,1111111151150,2,0,0,0,0
initialize,2025-08-03 11:54:35.735758,0,1,0,0,0,0
initialize,2025-08-03 11:54:35.735764,0,2,0,0,0,0
initialize,2025-08-03 11:58:18.309493,0,1,0,0,0,0
