Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
1,2025-07-18 00:53:05.334689,1111110252252,1,0,610,0,0,2->1
1,2025-07-18 01:31:54.972373,1111110209209,1,0,557,0,0,2->1
1,2025-07-18 02:54:43.666604,19647186244,1,0,536,0,0,2->1
1,2025-07-18 03:29:02.322685,1111111134135,1,0,554,0,0,2->1
1,2025-07-18 08:06:45.567357,19645782,2,0,0,0,548,4->3
1,2025-07-18 09:41:09.575248,19644148217,1,0,538,0,0,2->1
initialize,2025-07-18 10:21:10.154916,0,1,0,0,0,0,initialize
initialize,2025-07-18 10:21:10.154919,0,2,0,0,0,0,initialize
initialize,2025-07-18 10:34:39.857597,0,1,0,0,0,0,initialize
initialize,2025-07-18 10:34:39.857600,0,2,0,0,0,0,initialize
initialize,2025-07-18 10:56:09.699765,0,1,0,0,0,0,initialize
initialize,2025-07-18 10:56:09.699768,0,2,0,0,0,0,initialize
initialize,2025-07-18 11:12:10.146985,0,1,0,0,0,0,initialize
initialize,2025-07-18 11:12:10.146988,0,2,0,0,0,0,initialize
initialize,2025-07-18 11:26:10.203868,0,1,0,0,0,0,initialize
initialize,2025-07-18 11:26:10.203871,0,2,0,0,0,0,initialize
initialize,2025-07-18 12:14:39.377226,0,1,0,0,0,0,initialize
initialize,2025-07-18 12:14:39.377230,0,2,0,0,0,0,initialize
initialize,2025-07-18 12:18:02.243849,0,1,0,0,0,0,initialize
initialize,2025-07-18 12:18:02.243854,0,2,0,0,0,0,initialize
initialize,2025-07-18 12:19:21.126148,0,1,0,0,0,0,initialize
initialize,2025-07-18 12:19:21.126151,0,2,0,0,0,0,initialize
initialize,2025-07-18 12:28:21.169963,0,1,0,0,0,0,initialize
initialize,2025-07-18 12:28:21.169966,0,2,0,0,0,0,initialize
1,2025-07-18 15:18:26.540969,196471892,1,556,0,0,0,1->2
1,2025-07-18 15:19:57.684440,1111111151150,1,569,0,0,0,1->2
1,2025-07-18 15:22:59.169785,1111110252252,1,549,0,0,0,1->2
1,2025-07-18 15:48:07.939486,1111110209209,1,665,0,0,0,1->2
1,2025-07-18 16:36:08.028358,19644148217,1,559,0,0,0,1->2
1,2025-07-18 16:50:24.965924,19645782,1,559,0,0,0,1->2
1,2025-07-18 17:32:08.050704,1111111134135,1,564,0,0,0,1->2
1,2025-07-18 17:45:22.595517,19647186244,1,560,0,0,0,1->2
1,2025-07-18 19:12:51.095755,19644148217,2,0,0,587,0,3->4
1,2025-07-18 19:43:47.664687,1111110252252,2,0,0,543,0,3->4
1,2025-07-18 20:16:51.987558,19647186244,2,0,0,554,0,3->4
1,2025-07-18 20:18:18.605511,1111110209209,2,0,0,590,0,3->4
1,2025-07-18 21:51:49.870029,196471892,1,0,549,0,0,2->1
1,2025-07-18 21:52:13.694285,19645782,2,0,0,539,0,3->4
1,2025-07-18 22:11:39.771922,1111111151150,2,0,0,560,0,3->4
1,2025-07-18 22:32:17.850611,1111111151150,1,0,536,0,0,2->1
