Mode,Start_Time,Animal,Unit,Weight
1,2025-07-21 00:03:39.178665,19644148217,3,25.52
1,2025-07-21 00:03:39.382667,19644148217,3,25.85
1,2025-07-21 00:03:39.585450,19644148217,3,20.54
1,2025-07-21 00:03:39.789362,19644148217,3,15.12
1,2025-07-21 00:03:39.992047,19644148217,3,7.94
1,2025-07-21 00:03:40.196029,19644148217,3,4.32
1,2025-07-21 00:03:40.399860,19644148217,3,1.53
1,2025-07-21 00:03:40.603389,19644148217,3,-0.16
1,2025-07-21 00:03:40.806030,19644148217,3,-0.02
1,2025-07-21 00:03:41.010006,19644148217,3,1.29
1,2025-07-21 00:04:04.536363,19647186244,3,26.01
1,2025-07-21 00:04:04.739062,19647186244,3,26.53
1,2025-07-21 00:04:04.941771,19647186244,3,11.28
1,2025-07-21 00:04:05.145571,19647186244,3,8.2
1,2025-07-21 00:04:05.350257,19647186244,3,5.44
1,2025-07-21 00:04:05.553858,19647186244,3,1.03
1,2025-07-21 00:04:05.757365,19647186244,3,0.79
1,2025-07-21 00:04:05.960432,19647186244,3,1.27
1,2025-07-21 00:04:06.163139,19647186244,3,0.25
1,2025-07-21 00:04:06.366180,19647186244,3,0.15
1,2025-07-21 00:04:57.890576,1111111151150,3,28.17
1,2025-07-21 00:04:58.094464,1111111151150,3,29.01
1,2025-07-21 00:04:58.297398,1111111151150,3,29.03
1,2025-07-21 00:04:58.500669,1111111151150,3,28.7
1,2025-07-21 00:04:58.704014,1111111151150,3,28.8
1,2025-07-21 00:04:58.906642,1111111151150,3,29.03
1,2025-07-21 00:04:59.110352,1111111151150,3,29.11
1,2025-07-21 00:04:59.313954,1111111151150,3,29.13
1,2025-07-21 00:04:59.517697,1111111151150,3,28.86
1,2025-07-21 00:04:59.721155,1111111151150,3,29.44
1,2025-07-21 00:05:00.242635,1111111151150,3,28.47
1,2025-07-21 00:05:00.446394,1111111151150,3,25.19
1,2025-07-21 00:05:00.650142,1111111151150,3,25.25
1,2025-07-21 00:05:00.853329,1111111151150,3,18.14
1,2025-07-21 00:05:01.057394,1111111151150,3,14.75
1,2025-07-21 00:05:01.260979,1111111151150,3,13.18
1,2025-07-21 00:05:01.464401,1111111151150,3,2.76
1,2025-07-21 00:05:01.667867,1111111151150,3,-1.09
1,2025-07-21 00:05:01.871266,1111111151150,3,-0.27
1,2025-07-21 00:05:02.076254,1111111151150,3,0.56
1,2025-07-21 00:08:06.398453,19647186244,3,25.76
1,2025-07-21 00:08:06.602228,19647186244,3,27.41
1,2025-07-21 00:08:06.805754,19647186244,3,14.23
1,2025-07-21 00:08:07.009182,19647186244,3,11.11
1,2025-07-21 00:08:07.212687,19647186244,3,4.77
1,2025-07-21 00:08:07.416131,19647186244,3,2.86
1,2025-07-21 00:08:07.619550,19647186244,3,0.34
1,2025-07-21 00:08:07.822975,19647186244,3,0.45
1,2025-07-21 00:08:08.027269,19647186244,3,0.27
1,2025-07-21 00:08:08.230576,19647186244,3,0.21
1,2025-07-21 00:08:26.403755,1111110252252,3,26.5
1,2025-07-21 00:08:26.607560,1111110252252,3,25.83
1,2025-07-21 00:08:26.811101,1111110252252,3,25.77
1,2025-07-21 00:08:27.014935,1111110252252,3,23.21
1,2025-07-21 00:08:27.217714,1111110252252,3,12.4
1,2025-07-21 00:08:27.420616,1111110252252,3,12.17
1,2025-07-21 00:08:27.623502,1111110252252,3,9.65
1,2025-07-21 00:08:27.826139,1111110252252,3,3.86
1,2025-07-21 00:08:28.028853,1111110252252,3,2.57
1,2025-07-21 00:08:28.231711,1111110252252,3,-0.1
1,2025-07-21 00:08:39.551240,19645782,3,25.62
1,2025-07-21 00:08:39.754029,19645782,3,26.08
1,2025-07-21 00:08:39.956724,19645782,3,26.81
1,2025-07-21 00:08:40.159570,19645782,3,26.58
1,2025-07-21 00:08:40.362674,19645782,3,26.79
1,2025-07-21 00:08:40.565899,19645782,3,27.51
1,2025-07-21 00:08:40.768954,19645782,3,27.91
1,2025-07-21 00:08:40.971955,19645782,3,28.22
1,2025-07-21 00:08:41.175739,19645782,3,25.81
1,2025-07-21 00:08:41.382262,19645782,3,25.66
1,2025-07-21 00:09:31.618948,196471892,3,27.02
1,2025-07-21 00:09:31.821510,196471892,3,23.7
1,2025-07-21 00:09:32.024204,196471892,3,23.28
1,2025-07-21 00:09:32.226800,196471892,3,26.75
1,2025-07-21 00:09:32.429376,196471892,3,30.12
1,2025-07-21 00:09:32.631988,196471892,3,28.69
1,2025-07-21 00:09:32.834588,196471892,3,30.36
1,2025-07-21 00:09:33.037087,196471892,3,27.8
1,2025-07-21 00:09:33.239898,196471892,3,28.02
1,2025-07-21 00:09:33.442705,196471892,3,28.78
1,2025-07-21 00:09:34.068617,196471892,3,23.93
1,2025-07-21 00:09:34.272515,196471892,3,26.44
1,2025-07-21 00:09:34.475053,196471892,3,31.13
1,2025-07-21 00:09:34.677555,196471892,3,20.57
1,2025-07-21 00:09:34.881378,196471892,3,14.13
1,2025-07-21 00:09:35.083918,196471892,3,7.77
1,2025-07-21 00:09:35.286545,196471892,3,3.99
1,2025-07-21 00:09:35.489169,196471892,3,1.38
1,2025-07-21 00:09:35.692259,196471892,3,2.07
1,2025-07-21 00:09:35.894875,196471892,3,0.68
1,2025-07-21 00:09:49.673577,1111111151150,3,20.23
1,2025-07-21 00:09:49.876362,1111111151150,3,28.46
1,2025-07-21 00:09:50.079829,1111111151150,3,28.46
1,2025-07-21 00:09:50.283010,1111111151150,3,27.99
