Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
1,2025-07-29 00:57:06.972411,19645782,2,0,0,566,0,3->4
1,2025-07-29 01:08:28.129217,1111111151150,2,0,0,536,0,3->4
1,2025-07-29 03:37:13.886817,196471892,2,0,0,552,0,3->4
1,2025-07-29 09:11:47.748724,19647186244,2,0,0,0,544,4->3
initialize,2025-07-29 10:46:22.392529,0,1,0,0,0,0,initialize
initialize,2025-07-29 10:46:22.392532,0,2,0,0,0,0,initialize
initialize,2025-07-29 11:40:10.854087,0,1,0,0,0,0,initialize
initialize,2025-07-29 11:40:10.854091,0,2,0,0,0,0,initialize
initialize,2025-07-29 11:41:18.913332,0,1,0,0,0,0,initialize
initialize,2025-07-29 11:41:18.913336,0,2,0,0,0,0,initialize
1,2025-07-29 16:36:01.806302,19645782,2,0,0,536,0,3->4
1,2025-07-29 17:05:09.936723,1111111151150,2,0,0,561,0,3->4
1,2025-07-29 18:00:06.263647,1111110209209,2,0,0,554,0,3->4
1,2025-07-29 18:31:19.167258,196471892,2,0,0,544,0,3->4
1,2025-07-29 19:06:16.039898,19647186244,2,0,0,0,576,4->3
1,2025-07-29 20:01:45.618255,19644148217,2,0,0,0,606,4->3
1,2025-07-29 20:05:08.414956,1111110252252,2,0,0,0,538,4->3
1,2025-07-29 22:32:21.840762,19645782,2,0,0,0,558,4->3
1,2025-07-29 22:55:27.510315,1111110252252,2,0,0,558,0,3->4
1,2025-07-29 22:58:47.127655,19647186244,2,0,0,546,0,3->4
1,2025-07-29 23:19:41.691968,1111110209209,2,0,0,0,551,4->3
