Mode,Start_Time,Animal,Unit,Drinks1,Drinks2,Drinks3,Drinks4,Swap_direction
1,2025-07-19 00:17:34.047313,1111110252252,1,0,628,0,0,2->1
1,2025-07-19 00:29:20.307216,19645782,1,0,553,0,0,2->1
1,2025-07-19 02:24:46.368014,19647186244,1,0,541,0,0,2->1
1,2025-07-19 03:03:32.682247,1111110209209,1,0,542,0,0,2->1
1,2025-07-19 06:28:28.220438,1111111134135,1,0,539,0,0,2->1
1,2025-07-19 08:53:56.890564,19647186244,1,562,0,0,0,1->2
1,2025-07-19 09:16:07.188941,19644148217,1,0,552,0,0,2->1
1,2025-07-19 10:34:33.170444,19645782,1,545,0,0,0,1->2
1,2025-07-19 10:49:26.192840,196471892,1,611,0,0,0,1->2
initialize,2025-07-19 11:46:51.213299,0,1,0,0,0,0,initialize
initialize,2025-07-19 11:46:51.213302,0,2,0,0,0,0,initialize
initialize,2025-07-19 11:53:09.941486,0,1,0,0,0,0,initialize
initialize,2025-07-19 11:53:09.941489,0,2,0,0,0,0,initialize
initialize,2025-07-19 12:01:21.334009,0,1,0,0,0,0,initialize
initialize,2025-07-19 12:01:21.334012,0,2,0,0,0,0,initialize
1,2025-07-19 16:12:46.218526,196471892,2,0,0,554,0,3->4
1,2025-07-19 16:31:56.687379,19645782,2,0,0,562,0,3->4
1,2025-07-19 16:42:02.898528,1111110252252,2,0,0,548,0,3->4
1,2025-07-19 16:54:35.033125,1111110209209,2,0,0,544,0,3->4
1,2025-07-19 17:14:43.033294,19644148217,2,0,0,554,0,3->4
1,2025-07-19 17:17:13.034699,19647186244,2,0,0,535,0,3->4
1,2025-07-19 18:52:18.294273,1111111151150,1,0,550,0,0,2->1
1,2025-07-19 19:21:17.225486,19645782,1,0,536,0,0,2->1
1,2025-07-19 20:05:58.142749,1111111134135,2,0,0,554,0,3->4
1,2025-07-19 20:14:18.298915,19647186244,1,0,540,0,0,2->1
1,2025-07-19 20:34:48.743661,196471892,1,0,595,0,0,2->1
1,2025-07-19 20:37:26.461600,1111110252252,1,0,708,0,0,2->1
1,2025-07-19 21:06:07.269948,1111110209209,1,0,534,0,0,2->1
1,2025-07-19 21:26:19.244513,1111111134135,1,0,612,0,0,2->1
1,2025-07-19 21:36:52.141822,19644148217,1,0,535,0,0,2->1
1,2025-07-19 22:11:05.270769,19645782,1,537,0,0,0,1->2
1,2025-07-19 22:22:31.106675,19647186244,1,593,0,0,0,1->2
1,2025-07-19 23:11:26.734585,196471892,1,539,0,0,0,1->2
1,2025-07-19 23:55:19.069771,19644148217,1,583,0,0,0,1->2
1,2025-07-19 23:57:50.923668,1111110209209,1,549,0,0,0,1->2
